EmployeeID,Name,Department,Age,Salary,PerformanceScore,JoinDate,MonthlySales,TenureYears,PerformanceBand
1038,Employee_38,Sales,55.0,53211.55999924564,4.860404190154769,2018-06-23,79513.33,6.5,Medium
1039,Employee_39,HR,43.0,49920.158544425154,7.630505224745949,2018-06-28,27923.36,6.5,High
1040,Employee_40,Engineering,44.0,74170.25945757666,7.509480154153183,2018-07-03,54368.23,6.5,High
1041,Employee_41,Sales,41.0,53996.4366949649,3.1090198739826107,2018-07-07,51689.11,6.5,Low
1042,Employee_42,Engineering,55.0,88113.43327962658,4.881183168454646,2018-07-12,35641.37,6.5,Medium
1043,Employee_43,Sales,53.0,67965.5184280642,6.736989104811843,2018-07-17,61165.76,6.5,Medium
1044,Employee_44,Support,42.0,22861.13711644688,6.5822323948454144,2018-07-21,45195.61,6.5,Medium
1045,Employee_45,Engineering,42.0,77793.69395345531,4.708318284942872,2018-07-26,34586.63,6.4,Medium
1046,Employee_46,HR,32.0,56200.03170377747,6.280098492320159,2018-07-31,-12071.45,6.4,Medium
1047,Employee_47,Engineering,25.0,80410.67315009682,3.785417319926918,2018-08-04,46135.42,6.4,Low
1048,Employee_48,Marketing,22.0,58025.57210340365,3.602084826776664,2018-08-09,20117.35,6.4,Low
1049,Employee_49,Marketing,49.0,60008.3894106861,8.168496504908706,2018-08-14,31739.18,6.4,High
1050,Employee_50,Sales,45.0,56899.07177144041,3.3588487777326157,2018-08-19,24606.71,6.4,Low
1051,Employee_51,Support,56.0,45386.59902825684,9.086388784992124,2018-08-23,34506.53,6.4,High
1052,Employee_52,Finance,34.0,71791.43876166973,7.177299037156099,2018-08-28,46658.2,6.4,High
1053,Employee_53,Support,55.0,35609.47553718624,6.5822323948454144,2018-09-02,45195.61,6.3,Medium
1054,Employee_54,Finance,32.0,78091.3656249613,7.2677712824897105,2018-09-06,50644.62,6.3,High
1055,Employee_55,Marketing,57.0,58621.87176620372,5.552065056308741,2018-09-11,58984.44,6.3,Medium
1056,Employee_56,Support,38.0,46860.43948314623,6.5822323948454144,2018-09-16,34468.06,6.3,Medium
1057,Employee_57,Sales,56.0,85839.12207628401,7.258611072137488,2018-09-20,32821.49,6.3,High
1058,Employee_58,Sales,39.0,41714.74654479974,6.165347241900706,2018-09-25,54365.91,6.3,Medium
1059,Employee_59,Sales,43.0,71662.98722848346,6.782619571061099,2018-09-30,55555.71,6.3,Medium
1060,Employee_60,Engineering,45.0,58087.78371540752,2.978866911117774,2018-10-05,51108.86,6.2,Low
1061,Employee_61,Engineering,40.0,65059.48014097268,3.4471150826559995,2018-10-09,25717.32,6.2,Low
1062,Employee_62,Engineering,58.0,75112.31906774915,3.7792073904487022,2018-10-14,46339.83,6.2,Low
1063,Employee_63,Finance,42.0,55869.65961670077,6.749834078736503,2018-10-19,41642.06,6.2,Medium
1064,Employee_64,Engineering,29.0,92444.4215776662,5.196051160194662,2018-10-23,55787.93,6.2,Medium
1065,Employee_65,Engineering,49.0,93478.1071700216,3.3057506168737905,2018-10-28,31406.92,6.2,Low
1066,Employee_66,Marketing,26.0,56942.14477953163,6.442365237749789,2018-11-02,15000.85,6.2,Medium
1067,Employee_67,Sales,38.0,53201.46439885046,8.181849563826896,2018-11-06,50353.55,6.2,High
1068,Employee_68,Finance,58.0,76333.17713117992,7.476283640325287,2018-11-11,1624.47,6.1,High
1069,Employee_69,Sales,57.0,53996.4366949649,5.594948978739877,2018-11-16,29027.3,6.1,Medium
1070,Employee_70,Support,40.0,29081.53180668289,2.823859016941511,2018-11-20,24652.07,6.1,Low
1071,Employee_71,Finance,48.0,65657.30834520396,5.581463262223933,2018-11-25,24550.98,6.1,Medium
1072,Employee_72,Sales,55.0,54164.92212504388,5.719410289107128,2018-11-30,28764.53,6.1,Medium
1073,Employee_73,Sales,32.0,60823.79195872544,4.837390182465623,2018-12-05,58260.6,6.1,Medium
1074,Employee_74,Finance,33.0,60727.99429271835,6.362955667999724,2018-12-09,52308.33,6.1,Medium
1075,Employee_75,HR,42.0,48929.34589287596,8.716407045889508,2018-12-14,36224.04,6.1,High
1076,Employee_76,HR,32.0,50359.80361432589,6.351414256903721,2018-12-19,57004.35,6.0,Medium
1077,Employee_77,Finance,49.0,61546.35875848564,5.818032248422551,2018-12-23,24065.54,6.0,Medium
1078,Employee_78,Sales,26.0,46260.21820062537,4.157168836780534,2018-12-28,22025.75,6.0,Medium
1079,Employee_79,Engineering,38.0,88116.33425047813,8.15536952117296,2019-01-02,52953.95,6.0,High
1080,Employee_80,Sales,41.0,53435.85824815351,5.80907666219265,2019-01-06,48694.65,6.0,Medium
1081,Employee_81,Finance,33.0,76005.7302330476,5.431841628861124,2019-01-11,33096.05,6.0,Medium
1082,Employee_82,Marketing,27.0,47360.89535226005,5.4635773580904266,2019-01-16,22968.09,6.0,Medium
1083,Employee_83,Engineering,38.0,85791.82166545455,6.497533083142642,2019-01-21,61895.98,6.0,Medium
1084,Employee_84,Sales,40.0,52249.4073813569,6.071293482035199,2019-01-25,14198.46,5.9,Medium
1085,Employee_85,Engineering,47.0,99766.36689748328,8.297548438380051,2019-01-30,31023.61,5.9,High
1086,Employee_86,Engineering,53.0,78715.03470518517,6.011709064079552,2019-02-04,43428.65,5.9,Medium
1087,Employee_87,HR,27.0,52815.82406186104,5.7148784867692495,2019-02-08,67032.47,5.9,Medium
1088,Employee_88,Marketing,57.0,63033.06609045464,6.753441629013067,2019-02-13,45746.5,5.9,Medium
1089,Employee_89,Finance,59.0,89756.76691215968,7.73729399729692,2019-02-18,47204.57,5.9,High
1090,Employee_90,Engineering,32.0,77914.92762832486,3.4511825025204805,2019-02-22,31459.24,5.9,Low
1091,Employee_91,Sales,54.0,47113.20018259007,7.329789601525076,2019-02-27,48527.2,5.8,High
1092,Employee_92,HR,45.0,38751.73181332015,4.986230561623969,2019-03-04,41579.64,5.8,Medium
1093,Employee_93,Finance,44.0,49962.6499351792,4.585147661500815,2019-03-08,16173.03,5.8,Medium
1094,Employee_94,Marketing,36.0,81176.24321115263,8.185876141171551,2019-03-13,51894.02,5.8,High
1095,Employee_95,Finance,48.0,55101.98522861053,6.375847097819898,2019-03-18,54555.9,5.8,Medium
1096,Employee_96,Engineering,32.0,80204.33509134185,4.458969236267965,2019-03-23,52050.48,5.8,Medium
1097,Employee_97,Marketing,38.0,75789.19809938592,7.993812332187825,2019-03-27,40499.92,5.8,High
1098,Employee_98,Engineering,35.0,68962.71543674142,4.107463544602785,2019-04-01,25657.35,5.8,Medium
1099,Employee_99,Sales,48.0,64076.218831448576,9.183170511620412,2019-04-06,5362.24,5.7,High
1100,Employee_100,Sales,39.0,53996.4366949649,3.909894420896288,2019-04-10,42355.8,5.7,Low
1101,Employee_101,Sales,49.0,69960.33683835504,7.107233034476597,2019-04-15,56229.13,5.7,High
1102,Employee_102,Marketing,25.0,33961.4677555097,6.062952436170873,2019-04-20,38681.63,5.7,Medium
1103,Employee_103,Engineering,28.0,68958.36700499205,8.281961793952215,2019-04-24,52241.09,5.7,High
1104,Employee_104,Marketing,56.0,53460.9331804931,3.816315242893981,2019-04-29,38886.84,5.7,Low
1105,Employee_105,Support,30.0,56661.87228207283,7.369637734983007,2019-05-04,56311.96,5.7,High
1106,Employee_106,Sales,29.0,54628.50099236112,4.879059427901357,2019-05-09,53862.43,5.7,Medium
1107,Employee_107,Engineering,41.0,85971.41912536115,5.267409494096077,2019-05-13,33660.5,5.6,Medium
1108,Employee_108,Finance,38.0,86152.5304895766,7.487933275096594,2019-05-18,41838.92,5.6,High
1109,Employee_109,Sales,54.0,80862.87446119687,9.130020379499058,2019-05-23,31960.61,5.6,High
1110,Employee_110,Sales,53.0,63067.08741296527,8.838449214096832,2019-05-27,48100.36,5.6,High
1111,Employee_111,Engineering,29.0,82525.7459627846,3.3208653580997494,2019-06-01,20513.25,5.6,Low
1112,Employee_112,Sales,40.0,49982.283591888736,6.15074101614113,2019-06-06,21666.82,5.6,Medium
1113,Employee_113,Support,59.0,29538.631442912105,7.416171977220888,2019-06-10,55873.11,5.6,High
1114,Employee_114,Finance,24.0,71209.80906704863,3.532524045209521,2019-06-15,54063.4,5.6,Low
1115,Employee_115,Marketing,26.0,40444.88416828407,5.493819449496475,2019-06-20,49504.17,5.5,Medium
1116,Employee_116,Finance,34.0,76622.36386371401,6.327992497055424,2019-06-24,41319.53,5.5,Medium
1117,Employee_117,Finance,52.0,72454.59275308895,7.825157148953655,2019-06-29,4130.88,5.5,High
1118,Employee_118,Sales,37.0,63611.0989575166,5.272098909886117,2019-07-04,38876.86,5.5,Medium
1119,Employee_119,Finance,53.0,64370.227357660784,3.5650831255628788,2019-07-09,46812.75,5.5,Low
1120,Employee_120,Marketing,43.0,66323.24895158148,3.446502809810537,2019-07-13,31979.0,5.5,Low
1121,Employee_121,Finance,50.0,89446.40134199052,8.43689599729268,2019-07-18,29312.59,5.5,High
1122,Employee_122,Finance,43.0,88845.93562313367,8.598370485881714,2019-07-23,61666.31,5.4,High
1123,Employee_123,Engineering,24.0,77954.90530123955,5.851773288555956,2019-07-27,39095.67,5.4,Medium
1124,Employee_124,Sales,31.0,61123.55667498788,5.504955309217249,2019-08-01,46821.93,5.4,Medium
1125,Employee_125,Sales,41.0,53102.782119157615,3.4705702657592625,2019-08-06,51611.97,5.4,Low
1126,Employee_126,Engineering,37.0,99679.11897496424,7.328974142505747,2019-08-10,24978.44,5.4,High
1127,Employee_127,Finance,33.0,74603.36744580125,4.578999448035035,2019-08-15,42898.11,5.4,Medium
1128,Employee_128,Finance,23.0,41563.34308618663,3.5112192171685246,2019-08-20,59794.67,5.4,Low
1129,Employee_129,Sales,45.0,50823.842964437936,4.911346028877818,2019-08-25,67288.35,5.4,Medium
1130,Employee_130,Marketing,56.0,62382.7003547555,5.822832179192322,2019-08-29,40599.05,5.3,Medium
1131,Employee_131,Engineering,51.0,72787.62039409386,4.000820348891721,2019-09-03,36430.85,5.3,Medium
1132,Employee_132,Sales,51.0,61972.26411839183,6.3988013624080455,2019-09-08,44035.36,5.3,Medium
1133,Employee_133,Sales,56.0,36711.81709927564,4.1528634042041945,2019-09-12,43654.56,5.3,Medium
1134,Employee_134,Engineering,40.0,80418.73143099535,6.572996168808602,2019-09-17,60801.37,5.3,Medium
1135,Employee_135,Support,29.0,61095.74303640162,8.35138152280216,2019-09-22,25054.12,5.3,High
1136,Employee_136,Engineering,47.0,79394.66653362878,5.632547340724097,2019-09-26,35801.9,5.3,Medium
1137,Employee_137,Marketing,28.0,66887.6035104201,7.038319678592659,2019-10-01,23242.88,5.3,High
1138,Employee_138,HR,51.0,28957.11538509576,8.124639693693624,2019-10-06,24818.58,5.2,High
1139,Employee_139,Engineering,28.0,114975.7758811817,5.489883908767111,2019-10-10,45648.61,5.2,Medium
1140,Employee_140,Support,24.0,41345.35633815291,3.967065664987487,2019-10-15,45195.61,5.2,Low
1141,Employee_141,Support,22.0,46143.84968337263,7.099689335333944,2019-10-20,30259.12,5.2,High
1142,Employee_142,Engineering,57.0,92148.44155858758,9.027236334201527,2019-10-25,51581.42,5.2,High
1143,Employee_143,Engineering,41.0,97290.8023719763,5.973792275690731,2019-10-29,56673.68,5.2,Medium
1144,Employee_144,Engineering,58.0,71769.84020416587,7.678742773536435,2019-11-03,69020.59,5.2,High
1145,Employee_145,Engineering,22.0,89935.96234996004,6.141448695688237,2019-11-08,41046.2,5.2,Medium
1146,Employee_146,Sales,36.0,47094.77409062372,4.583407781472564,2019-11-12,30403.53,5.1,Medium
1147,Employee_147,Marketing,58.0,39725.31328706076,3.500227081396483,2019-11-17,24962.92,5.1,Low
1148,Employee_148,Marketing,34.0,71845.46640154452,7.536393697407407,2019-11-22,23473.1,5.1,High
1149,Employee_149,Sales,29.0,50773.92419680491,4.4162576081662,2019-11-26,58746.71,5.1,Medium
1150,Employee_150,Engineering,26.0,92910.24510735025,6.267427519518053,2019-12-01,17273.57,5.1,Medium
1151,Employee_151,Support,30.0,47158.14502473671,8.483104789312977,2019-12-06,58266.23,5.1,High
1152,Employee_152,Sales,22.0,50981.77273148664,5.6055862347645045,2019-12-11,26973.38,5.1,Medium
1153,Employee_153,Sales,57.0,78700.32824356937,9.156030624144318,2019-12-15,29721.91,5.1,High
1154,Employee_154,Engineering,56.0,89432.82416845189,4.149825973832985,2019-12-20,37726.67,5.0,Medium
1155,Employee_155,Support,23.0,26304.572187879985,4.2643649574188,2019-12-25,29445.18,5.0,Medium
1156,Employee_156,Sales,44.0,50195.42367780019,5.6055862347645045,2019-12-29,40110.83,5.0,Medium
1157,Employee_157,HR,30.0,49920.158544425154,6.409337706027303,2020-01-03,67200.16,5.0,Medium
1158,Employee_158,Finance,55.0,76391.1413124466,7.489674335197204,2020-01-08,30138.52,5.0,High
1159,Employee_159,Sales,35.0,41946.62877685886,5.460112070252222,2020-01-12,33516.43,5.0,Medium
1160,Employee_160,HR,25.0,61153.79008813723,8.39826459436209,2020-01-17,37550.19,5.0,High
1161,Employee_161,Engineering,51.0,68845.59685354753,3.818510981733681,2020-01-22,48115.85,4.9,Low
1162,Employee_162,Marketing,52.0,73729.62243139702,7.024495252103452,2020-01-26,38681.63,4.9,High
1163,Employee_163,Marketing,59.0,44167.82533035113,4.417187281096772,2020-01-31,60808.86,4.9,Medium
1164,Employee_164,Marketing,32.0,57285.05737189589,6.406767746730276,2020-02-05,57199.36,4.9,Medium
1165,Employee_165,Sales,56.0,67774.8241363204,7.394345276134659,2020-02-10,22218.06,4.9,High
1166,Employee_166,Finance,29.0,71435.26802664483,6.945357341308336,2020-02-14,47814.52,4.9,Medium
1167,Employee_167,Engineering,24.0,88116.33425047813,4.884127603274738,2020-02-19,62805.09,4.9,Medium
1168,Employee_168,Sales,35.0,62423.94351651918,5.036578023146106,2020-02-24,32578.29,4.9,Medium
1169,Employee_169,Sales,34.0,70435.22336085522,5.7153296057559775,2020-02-28,35586.03,4.8,Medium
1170,Employee_170,Marketing,53.0,72746.51821096454,6.279004788748331,2020-03-04,32079.45,4.8,Medium
1171,Employee_171,HR,55.0,44555.0682975627,5.858533021187781,2020-03-09,32393.87,4.8,Medium
1172,Employee_172,Sales,40.0,62595.299605521584,7.441898663061094,2020-03-13,14973.23,4.8,High
1173,Employee_173,Marketing,59.0,41681.37765962705,3.811920833972505,2020-03-18,20075.28,4.8,Low
1174,Employee_174,Sales,37.0,54305.141111946585,3.563728109044701,2020-03-23,41162.11,4.8,Low
1175,Employee_175,Marketing,23.0,69821.81681566247,9.724705585593307,2020-03-27,62703.97,4.8,High
1176,Employee_176,Sales,38.0,56606.171850952,5.6055862347645045,2020-04-01,30799.59,4.8,Medium
1177,Employee_177,HR,55.0,55359.67677820503,5.898528579684684,2020-04-06,30358.64,4.7,Medium
1178,Employee_178,Engineering,37.0,87440.7314884105,6.095200892967017,2020-04-11,65522.82,4.7,Medium
1179,Employee_179,Support,59.0,58548.83325042171,7.054400123730655,2020-04-15,23376.14,4.7,High
1180,Employee_180,Sales,23.0,54035.01071549209,5.949424777020751,2020-04-20,15081.35,4.7,Medium
1181,Employee_181,Engineering,23.0,84414.59781115135,5.143467067636879,2020-04-25,27572.27,4.7,Medium
1182,Employee_182,Sales,47.0,65638.20895082864,7.227868871926621,2020-04-29,30058.23,4.7,High
1183,Employee_183,Support,34.0,28138.08093162648,4.499023237195381,2020-05-04,13788.2,4.7,Medium
1184,Employee_184,Finance,52.0,76012.40012220814,8.05007412696559,2020-05-09,38079.37,4.7,High
1185,Employee_185,Engineering,55.0,77490.18150927433,6.227170584847949,2020-05-13,54226.7,4.6,Medium
1186,Employee_186,HR,24.0,65335.12195085798,7.66614726746514,2020-05-18,20710.68,4.6,High
1187,Employee_187,Finance,29.0,66867.67296103845,5.082699057967037,2020-05-23,41313.67,4.6,Medium
1188,Employee_188,Marketing,44.0,61619.81664983626,5.726458726858319,2020-05-28,45939.04,4.6,Medium
1189,Employee_189,Marketing,35.0,64950.84475972947,4.465673025023376,2020-06-01,38749.24,4.6,Medium
1190,Employee_190,Sales,48.0,31843.78484423011,4.312665157123162,2020-06-06,42785.39,4.6,Medium
1191,Employee_191,Sales,50.0,47192.98190131772,4.05478522053144,2020-06-11,42959.91,4.6,Medium
1192,Employee_192,Finance,22.0,82522.55091143864,6.155058092864095,2020-06-15,27809.08,4.6,Medium
1193,Employee_193,Support,38.0,55413.18029005066,6.596462737893542,2020-06-20,62478.74,4.5,Medium
1194,Employee_194,Marketing,51.0,63396.386464742594,6.425565175797776,2020-06-25,58716.35,4.5,Medium
1195,Employee_195,Engineering,34.0,73806.43714289372,4.852602066119654,2020-06-29,57848.67,4.5,Medium
1196,Employee_196,Engineering,42.0,97026.04153030294,6.647670459592259,2020-07-04,55205.14,4.5,Medium
1197,Employee_197,HR,40.0,58560.79508246535,10.0,2020-07-09,16375.31,4.5,High
1198,Employee_198,Finance,40.0,70564.20655748494,5.57799990128551,2020-07-13,53890.94,4.5,Medium
1199,Employee_199,Finance,46.0,84678.05140709749,5.758283018289885,2020-07-18,49834.02,4.5,Medium
1200,Employee_200,Finance,43.0,61798.81851843852,6.38448062528009,2020-07-23,16952.15,4.4,Medium
1201,Employee_201,Marketing,52.0,53881.7090700003,1.9055075030962836,2020-07-28,38681.63,4.4,Low
1202,Employee_202,Sales,38.0,25184.661050970222,4.605168232914911,2020-08-01,44151.9,4.4,Medium
1203,Employee_203,Sales,44.0,66037.93012177196,5.994327151149246,2020-08-06,64964.76,4.4,Medium
1204,Employee_204,Finance,53.0,73766.34356164161,4.699847279027939,2020-08-11,50870.86,4.4,Medium
1205,Employee_205,Marketing,31.0,39818.15609840125,5.752544310387313,2020-08-15,27031.51,4.4,Medium
1206,Employee_206,Sales,31.0,33896.81200007023,5.025823227672201,2020-08-20,65430.83,4.4,Medium
1207,Employee_207,Sales,57.0,44528.43247154787,2.772808262336068,2020-08-25,40656.7,4.4,Low
1208,Employee_208,HR,29.0,59523.89530376424,5.506400483399555,2020-08-29,36162.38,4.3,Medium
1209,Employee_209,Sales,41.0,51395.674142936456,1.487376899357736,2020-09-03,35093.23,4.3,Low
1210,Employee_210,Sales,53.0,45342.5570000761,5.957031821204059,2020-09-08,15646.67,4.3,Medium
1211,Employee_211,Marketing,35.0,47926.60928299805,5.821279591810138,2020-09-13,38353.46,4.3,Medium
1212,Employee_212,HR,49.0,37389.05650606176,4.179529984552578,2020-09-17,47462.28,4.3,Medium
1213,Employee_213,HR,45.0,26795.86038670928,5.649962086860154,2020-09-22,34219.25,4.3,Medium
1214,Employee_214,Sales,36.0,40511.250020243504,3.3518145693298917,2020-09-27,46306.79,4.3,Low
1215,Employee_215,HR,43.0,37153.06304387399,3.90787761329121,2020-10-01,27034.13,4.3,Low
1216,Employee_216,Sales,51.0,63191.47883748575,7.035359638448134,2020-10-06,37886.08,4.2,High
1217,Employee_217,Engineering,25.0,88011.32336224063,4.8675660356676165,2020-10-11,44748.1,4.2,Medium
1218,Employee_218,HR,34.0,40092.98188379047,5.410663659885857,2020-10-15,42844.91,4.2,Medium
1219,Employee_219,Marketing,44.0,87716.67306487424,6.540360112104198,2020-10-20,15918.02,4.2,Medium
1220,Employee_220,Finance,29.0,62033.23703744001,4.985265117423224,2020-10-25,33414.91,4.2,Medium
1221,Employee_221,HR,39.0,64005.234972603634,6.149425424697692,2020-10-29,65161.94,4.2,Medium
1222,Employee_222,Marketing,33.0,79453.30269345258,5.912529998845363,2020-11-03,32613.31,4.2,Medium
1223,Employee_223,Sales,52.0,36160.47594811188,5.511698368945781,2020-11-08,40237.11,4.2,Medium
1224,Employee_224,Engineering,35.0,90887.55556888282,5.102485048313217,2020-11-13,38698.66,4.1,Medium
1225,Employee_225,Engineering,41.0,83789.59618910131,5.713009880148469,2020-11-17,63523.6,4.1,Medium
1226,Employee_226,Sales,39.0,47812.90724128797,4.547547840002793,2020-11-22,59355.52,4.1,Medium
1227,Employee_227,Support,41.0,51664.521801682895,4.031778150507456,2020-11-27,52112.96,4.1,Medium
1228,Employee_228,Engineering,32.0,82525.5540429206,6.095200892967017,2020-12-01,25401.37,4.1,Medium
1229,Employee_229,Finance,33.0,64048.37144408235,6.451709049847231,2020-12-06,45387.75,4.1,Medium
1230,Employee_230,Marketing,36.0,57982.62125249648,9.332154165821333,2020-12-11,48519.13,4.1,High
1231,Employee_231,Finance,41.0,65519.20877948117,4.210001178976671,2020-12-15,29520.93,4.0,Medium
1232,Employee_232,Marketing,50.0,45917.157515854495,4.982417144794678,2020-12-20,26942.24,4.0,Medium
1233,Employee_233,Marketing,47.0,69550.87805816969,6.284782681624776,2020-12-25,65575.21,4.0,Medium
1234,Employee_234,Engineering,39.0,102582.3712620912,8.113172720527757,2020-12-30,35487.95,4.0,High
1235,Employee_235,Sales,53.0,59123.42307442261,5.445509312522217,2021-01-03,64224.65,4.0,Medium
1236,Employee_236,HR,43.0,45481.36818773281,4.0175056281228585,2021-01-08,54956.41,4.0,Medium
1237,Employee_237,Engineering,59.0,81537.47116404262,7.388587520893635,2021-01-13,46118.15,4.0,High
1238,Employee_238,Sales,38.0,46556.55924488264,5.102852918352291,2021-01-17,46787.97,4.0,Medium
1239,Employee_239,Marketing,41.0,88288.51638039251,8.73239108360869,2021-01-22,18993.71,3.9,High
1240,Employee_240,Sales,45.0,66254.05961879973,7.706000582128304,2021-01-27,43101.62,3.9,High
1241,Employee_241,Support,29.0,34918.67905699994,5.451098241996547,2021-01-31,61255.31,3.9,Medium
1242,Employee_242,Support,27.0,46976.37392924569,5.837348138910163,2021-02-05,50220.09,3.9,Medium
1243,Employee_243,Support,26.0,40649.57969880765,5.195131775445676,2021-02-10,42315.05,3.9,Medium
1244,Employee_244,Engineering,50.0,97005.60451387549,6.32749053253879,2021-02-14,65679.06,3.9,Medium
1245,Employee_245,Sales,49.0,61521.9892334721,7.620749800929552,2021-02-19,37224.39,3.9,High
1246,Employee_246,Support,32.0,58003.31584686565,5.4555055207539125,2021-02-24,30706.66,3.9,Medium
1247,Employee_247,Engineering,22.0,79793.32249605365,5.652934570116363,2021-03-01,42307.48,3.8,Medium
1248,Employee_248,Support,40.0,46256.82358365757,4.384894036884667,2021-03-05,51497.01,3.8,Medium
1249,Employee_249,Support,41.0,24017.436180509685,3.459712459462195,2021-03-10,14233.09,3.8,Low
1250,Employee_250,Finance,41.0,54911.91639485386,5.199187324009257,2021-03-15,44273.03,3.8,Medium
1251,Employee_251,Engineering,55.0,100609.21003871015,3.59022348949476,2021-03-19,52155.18,3.8,Low
1252,Employee_252,Engineering,25.0,78591.79450313607,8.520427650080881,2021-03-24,35955.38,3.8,High
1253,Employee_253,Finance,57.0,59909.09442342574,3.705864788805932,2021-03-29,56604.47,3.8,Low
1254,Employee_254,Engineering,39.0,89900.6631053994,5.934900386285141,2021-04-02,49617.8,3.8,Medium
1255,Employee_255,Sales,36.0,63337.13237015848,8.16918320123322,2021-04-07,72120.75,3.7,High
1256,Employee_256,Marketing,34.0,47270.07844999085,4.069145914373794,2021-04-12,28740.96,3.7,Medium
1257,Employee_257,Support,40.0,20000.0,1.2959545156829253,2021-04-17,52460.65,3.7,Low
1258,Employee_258,HR,27.0,39557.32109427786,4.810447414526886,2021-04-21,24740.14,3.7,Medium
1259,Employee_259,Marketing,41.0,61079.473777521474,5.411146276657524,2021-04-26,15769.5,3.7,Medium
1260,Employee_260,Sales,58.0,59117.62061220248,2.7913207677221203,2021-05-01,9467.04,3.7,Low
1261,Employee_261,Marketing,38.0,75886.49764544657,7.221659721130627,2021-05-05,48074.86,3.7,High
1262,Employee_262,Support,44.0,31418.206294407653,5.63155110806981,2021-05-10,42763.72,3.6,Medium
1263,Employee_263,Sales,47.0,35327.24478803133,6.729851921209094,2021-05-15,32814.23,3.6,Medium
