EmployeeID,Name,Department,Age,Salary,PerformanceScore,JoinDate,MonthlySales
1122,Employee_122,finance,43.0,88845.93562313367,8.598370485881714,2019-07-23,61666.31
1123,Employee_123,engineering,24.0,77954.90530123955,5.851773288555956,2019-07-27,39095.67
1124,Employee_124,SALES,31.0,61123.55667498788,5.504955309217249,08-01-2019,46821.93
1125,Employee_125,SALES,,53102.782119157615,3.4705702657592625,06/08/2019,51611.97
1126,Employee_126,Engg,37.0,99679.11897496424,7.328974142505747,2019-08-10,24978.44
1127,Employee_127,Finance,33.0,74603.36744580125,4.578999448035035,08-15-2019,42898.11
1128,Employee_128,finance,23.0,41563.34308618663,3.5112192171685246,08-20-2019,59794.67
1129,Employee_129,Sales,45.0,50823.842964437936,4.911346028877818,25/08/2019,67288.35
1130,Employee_130,marketing,56.0,62382.7003547555,5.822832179192322,29/08/2019,40599.05
1131,Employee_131,Engineering,51.0,72787.62039409386,4.000820348891721,09-03-2019,36430.85
1132,Employee_132,SALES,51.0,61972.26411839183,6.3988013624080455,2019-09-08,44035.36
1133,Employee_133,sales,56.0,36711.817099275635,4.1528634042041945,09-12-2019,43654.56
1134,Employee_134,Engg,40.0,80418.73143099535,6.572996168808602,17/09/2019,60801.37
1135,Employee_135,support,29.0,61095.74303640162,8.35138152280216,2019-09-22,25054.12
1136,Employee_136,Engg,47.0,79394.66653362878,5.632547340724097,2019-09-26,35801.9
1137,Employee_137,Marketing,28.0,66887.6035104201,7.038319678592659,10-01-2019,23242.88
1138,Employee_138,HR,51.0,28957.115385095756,8.124639693693624,06/10/2019,24818.58
1139,Employee_139,Engineering,28.0,114975.7758811817,5.489883908767111,10-10-2019,45648.61
1140,Employee_140,support,24.0,41345.35633815291,3.967065664987487,10-15-2019,
1141,Employee_141,support,22.0,46143.84968337263,7.099689335333944,10-20-2019,30259.12
1142,Employee_142,Engineering,57.0,92148.44155858758,9.027236334201527,2019-10-25,51581.42
1143,Employee_143,engineering,,97290.8023719763,5.973792275690731,2019-10-29,56673.68
1144,Employee_144,Engineering,58.0,71769.84020416587,7.678742773536435,03/11/2019,69020.59
1145,Employee_145,Engineering,22.0,89935.96234996004,6.141448695688237,08/11/2019,41046.2
1146,Employee_146,sales,36.0,47094.77409062372,4.583407781472564,11-12-2019,30403.53
1147,Employee_147,marketing,58.0,39725.31328706076,3.500227081396483,11-17-2019,24962.92
1148,Employee_148,Marketing,34.0,71845.46640154452,7.536393697407407,11-22-2019,23473.1
1149,Employee_149,sales,29.0,50773.92419680491,4.4162576081662,26/11/2019,58746.71
1150,Employee_150,Engineering,26.0,92910.24510735023,6.267427519518053,2019-12-01,17273.57
1151,Employee_151,support,30.0,47158.14502473671,8.483104789312977,2019-12-06,58266.23
1152,Employee_152,SALES,22.0,50981.77273148664,,12-11-2019,26973.38
1153,Employee_153,SALES,57.0,78700.32824356937,9.156030624144318,12-15-2019,29721.91
1154,Employee_154,Engg,56.0,89432.82416845189,4.149825973832985,12-20-2019,37726.67
1155,Employee_155,Support,23.0,26304.572187879985,4.2643649574188,12-25-2019,29445.18
1156,Employee_156,SALES,44.0,50195.42367780019,,29/12/2019,
1157,Employee_157,HR,30.0,,6.409337706027303,2020-01-03,67200.16
1158,Employee_158,Finance,55.0,76391.1413124466,7.489674335197204,01-08-2020,30138.52
1159,Employee_159,SALES,35.0,41946.62877685886,5.460112070252222,12/01/2020,33516.43
1160,Employee_160,Human Resources,25.0,61153.79008813723,8.39826459436209,01-17-2020,37550.19
1161,Employee_161,Engg,51.0,68845.59685354753,3.818510981733681,01-22-2020,48115.85
1162,Employee_162,marketing,52.0,73729.62243139702,7.024495252103452,2020-01-26,
1163,Employee_163,marketing,59.0,44167.82533035113,4.417187281096772,01-31-2020,60808.86
1164,Employee_164,marketing,32.0,57285.057371895884,6.406767746730276,2020-02-05,57199.36
1165,Employee_165,Sales,56.0,67774.8241363204,7.394345276134659,2020-02-10,22218.06
1166,Employee_166,Finance,29.0,71435.26802664483,6.945357341308336,2020-02-14,47814.52
1167,Employee_167,Engg,24.0,-1.0,4.884127603274738,19/02/2020,62805.09
1168,Employee_168,SALES,35.0,62423.94351651918,5.036578023146106,24/02/2020,32578.29
1169,Employee_169,Sales,34.0,70435.22336085522,5.7153296057559775,2020-02-28,35586.03
1170,Employee_170,marketing,53.0,72746.51821096454,6.279004788748331,03-04-2020,32079.45
1171,Employee_171,hr,55.0,44555.0682975627,5.858533021187781,2020-03-09,32393.87
1172,Employee_172,Sales,40.0,62595.299605521584,7.441898663061094,03-13-2020,14973.23
1173,Employee_173,marketing,59.0,41681.37765962705,3.811920833972505,2020-03-18,20075.28
1174,Employee_174,SALES,37.0,54305.141111946585,3.563728109044701,03-23-2020,41162.11
1175,Employee_175,Marketing,23.0,69821.81681566247,9.724705585593309,27/03/2020,62703.97
1176,Employee_176,Sales,38.0,56606.171850952,,04-01-2020,30799.59
1177,Employee_177,HR,55.0,55359.67677820503,,2020-04-06,30358.64
1178,Employee_178,engineering,37.0,87440.7314884105,,11/04/2020,65522.82
1179,Employee_179,support,59.0,58548.83325042171,7.054400123730655,04-15-2020,23376.14
1180,Employee_180,sales,23.0,54035.01071549209,5.9494247770207505,04-20-2020,15081.35
1181,Employee_181,Engineering,23.0,84414.59781115135,5.143467067636879,04-25-2020,27572.27
1182,Employee_182,sales,47.0,65638.20895082864,7.227868871926621,04-29-2020,30058.23
1183,Employee_183,Support,34.0,28138.080931626482,4.499023237195381,05-04-2020,13788.2
1184,Employee_184,finance,52.0,76012.40012220814,8.05007412696559,09/05/2020,38079.37
1185,Employee_185,Engineering,55.0,77490.18150927433,6.227170584847949,13/05/2020,54226.7
1186,Employee_186,HR,24.0,65335.12195085798,7.66614726746514,18/05/2020,20710.68
1187,Employee_187,Finance,29.0,66867.67296103845,5.082699057967037,23/05/2020,41313.67
1188,Employee_188,marketing,44.0,61619.81664983626,5.726458726858319,2020-05-28,45939.04
1189,Employee_189,marketing,35.0,64950.84475972947,4.465673025023376,01/06/2020,38749.24
1190,Employee_190,sales,48.0,31843.78484423011,4.312665157123162,06-06-2020,42785.39
1191,Employee_191,sales,50.0,47192.98190131772,4.05478522053144,06-11-2020,42959.91
1192,Employee_192,Finance,22.0,82522.55091143864,,15/06/2020,27809.08
1193,Employee_193,support,38.0,55413.18029005066,6.596462737893542,06-20-2020,62478.74
1194,Employee_194,marketing,51.0,63396.386464742594,6.425565175797776,25/06/2020,58716.35
1195,Employee_195,Engineering,34.0,73806.43714289372,4.852602066119654,06-29-2020,57848.67
1196,Employee_196,Engg,42.0,97026.04153030294,6.647670459592259,2020-07-04,55205.14
1197,Employee_197,HR,40.0,58560.79508246535,10.0,2020-07-09,16375.31
1198,Employee_198,finance,40.0,70564.20655748494,5.57799990128551,13/07/2020,53890.94
1199,Employee_199,Finance,46.0,84678.05140709749,5.758283018289885,18/07/2020,49834.02
1200,Employee_200,Finance,43.0,61798.81851843852,6.38448062528009,23/07/2020,16952.15
1201,Employee_201,Marketing,52.0,53881.7090700003,1.9055075030962834,07-28-2020,
1202,Employee_202,sales,38.0,25184.661050970226,4.605168232914911,01/08/2020,44151.9
1203,Employee_203,SALES,44.0,66037.93012177196,5.994327151149246,2020-08-06,64964.76
1204,Employee_204,finance,53.0,73766.34356164161,4.699847279027939,08-11-2020,50870.86
1205,Employee_205,marketing,31.0,39818.15609840125,5.752544310387313,15/08/2020,27031.51
1206,Employee_206,SALES,31.0,33896.81200007023,5.025823227672201,08-20-2020,65430.83
1207,Employee_207,SALES,57.0,44528.43247154787,2.772808262336068,08-25-2020,40656.7
1208,Employee_208,HR,29.0,59523.89530376424,5.506400483399555,29/08/2020,36162.38
1209,Employee_209,Sales,41.0,51395.674142936456,1.487376899357736,09-03-2020,35093.23
1210,Employee_210,sales,53.0,45342.5570000761,5.957031821204059,2020-09-08,15646.67
1211,Employee_211,marketing,35.0,47926.60928299805,5.821279591810138,2020-09-13,38353.46
1212,Employee_212,HR,49.0,37389.05650606176,4.179529984552578,09-17-2020,47462.28
1213,Employee_213,HR,45.0,26795.86038670928,5.649962086860154,22/09/2020,34219.25
1214,Employee_214,SALES,36.0,40511.250020243504,3.3518145693298913,09-27-2020,46306.79
1215,Employee_215,HR,43.0,37153.06304387399,3.90787761329121,2020-10-01,27034.13
1216,Employee_216,SALES,51.0,63191.47883748575,7.035359638448134,10-06-2020,37886.08
1217,Employee_217,Engg,25.0,88011.32336224063,4.8675660356676165,10-11-2020,44748.1
1218,Employee_218,Human Resources,34.0,40092.98188379047,5.410663659885857,2020-10-15,42844.91
1219,Employee_219,marketing,44.0,87716.67306487424,6.540360112104198,10-20-2020,15918.02
1220,Employee_220,finance,29.0,62033.23703744001,4.985265117423224,10-25-2020,33414.91
1221,Employee_221,hr,39.0,64005.234972603634,6.149425424697692,29/10/2020,65161.94
1222,Employee_222,marketing,33.0,79453.30269345258,5.912529998845363,03/11/2020,32613.31
1223,Employee_223,SALES,52.0,36160.47594811188,5.511698368945781,2020-11-08,40237.11
1224,Employee_224,engineering,35.0,90887.55556888282,5.102485048313217,2020-11-13,38698.66
1225,Employee_225,engineering,,83789.59618910131,5.713009880148469,2020-11-17,63523.6
1226,Employee_226,Sales,39.0,47812.90724128797,4.547547840002793,22/11/2020,59355.52
1227,Employee_227,support,,51664.521801682895,4.031778150507456,2020-11-27,52112.96
1228,Employee_228,engineering,32.0,82525.5540429206,,2020-12-01,25401.37
1229,Employee_229,Finance,33.0,64048.37144408235,6.4517090498472305,2020-12-06,45387.75
1230,Employee_230,marketing,36.0,57982.62125249648,9.332154165821333,11/12/2020,48519.13
1231,Employee_231,Finance,,65519.20877948117,4.210001178976671,12-15-2020,29520.93
1232,Employee_232,Marketing,50.0,45917.157515854495,4.982417144794678,2020-12-20,26942.24
1233,Employee_233,Marketing,47.0,69550.87805816969,6.284782681624776,12-25-2020,65575.21
1234,Employee_234,Engg,39.0,102582.37126209121,8.113172720527757,2020-12-30,35487.95
1235,Employee_235,SALES,53.0,59123.42307442261,5.445509312522217,01-03-2021,64224.65
1236,Employee_236,hr,43.0,45481.36818773281,4.0175056281228585,08/01/2021,54956.41
1237,Employee_237,Engg,59.0,81537.47116404262,7.388587520893635,13/01/2021,46118.15
1238,Employee_238,SALES,38.0,46556.55924488264,5.102852918352291,2021-01-17,46787.97
1239,Employee_239,marketing,,88288.51638039251,8.73239108360869,01-22-2021,18993.71
1240,Employee_240,Sales,45.0,66254.05961879973,7.706000582128304,27/01/2021,43101.62
1241,Employee_241,support,29.0,34918.67905699994,5.451098241996547,2021-01-31,61255.31
1242,Employee_242,support,27.0,46976.37392924569,5.837348138910163,2021-02-05,50220.09
1243,Employee_243,support,26.0,40649.579698807654,5.195131775445676,10/02/2021,42315.05
1244,Employee_244,Engg,50.0,97005.60451387549,6.32749053253879,14/02/2021,65679.06
1245,Employee_245,SALES,49.0,61521.9892334721,7.620749800929552,2021-02-19,37224.39
1246,Employee_246,Support,32.0,58003.31584686565,5.4555055207539125,02-24-2021,30706.66
1247,Employee_247,Engineering,22.0,79793.32249605365,5.652934570116363,03-01-2021,42307.48
1248,Employee_248,Support,40.0,46256.82358365757,4.384894036884667,03-05-2021,51497.01
1249,Employee_249,Support,,24017.436180509685,3.459712459462195,2021-03-10,14233.09
1250,Employee_250,finance,,54911.91639485386,5.199187324009257,15/03/2021,44273.03
1251,Employee_251,engineering,55.0,100609.21003871015,3.5902234894947602,2021-03-19,52155.18
1252,Employee_252,Engg,25.0,78591.79450313607,8.520427650080881,24/03/2021,35955.38
1253,Employee_253,Finance,57.0,59909.09442342574,3.705864788805932,03-29-2021,56604.47
1254,Employee_254,Engineering,39.0,89900.6631053994,5.934900386285141,04-02-2021,49617.8
1255,Employee_255,SALES,36.0,63337.13237015848,8.16918320123322,07/04/2021,72120.75
1256,Employee_256,marketing,34.0,47270.07844999085,4.069145914373794,12/04/2021,28740.96
1257,Employee_257,support,40.0,20000.0,1.2959545156829253,2021-04-17,52460.65
1258,Employee_258,hr,27.0,39557.32109427786,4.810447414526886,04-21-2021,24740.14
1259,Employee_259,marketing,,,5.411146276657524,2021-04-26,15769.5
1260,Employee_260,Sales,58.0,59117.62061220248,2.7913207677221203,2021-05-01,9467.04
1261,Employee_261,Marketing,38.0,75886.49764544657,7.221659721130627,2021-05-05,48074.86
1262,Employee_262,Support,44.0,31418.206294407653,5.63155110806981,05-10-2021,42763.72
1263,Employee_263,Sales,47.0,35327.24478803133,6.729851921209094,2021-05-15,32814.23
1264,Employee_264,marketing,50.0,65550.58263177049,4.596295583307944,2021-05-19,13397.43
1265,Employee_265,finance,,72880.27285222056,3.7453089129405086,2021-05-24,29644.2
1266,Employee_266,Human Resources,48.0,53666.6518445271,5.57324796765648,2021-05-29,
1267,Employee_267,HR,46.0,61195.95971180682,6.427283997076699,2021-06-02,51897.54
1268,Employee_268,HR,31.0,55060.219086947116,7.6350353588271,2021-06-07,39751.96
1269,Employee_269,engineering,44.0,94867.41111768455,8.359222563391965,06-12-2021,43780.91
1270,Employee_270,Engg,42.0,98580.08416561369,8.250722909141704,2021-06-17,34358.01
1271,Employee_271,finance,42.0,76028.99958624433,6.7162654796512165,21/06/2021,66238.36
1272,Employee_272,Finance,34.0,80289.35118060886,7.7137164392866655,2021-06-26,24726.26
1273,Employee_273,finance,58.0,82102.24989734298,5.644372342713373,2021-07-01,29511.43
1274,Employee_274,support,54.0,63380.26561489098,7.171606069457419,07-05-2021,32614.63
1275,Employee_275,Marketing,45.0,52209.70410115585,3.8235499961260837,07-10-2021,48140.57
1276,Employee_276,marketing,32.0,65766.74528892897,6.382365359776758,15/07/2021,24417.1
1277,Employee_277,finance,38.0,65556.11957683244,5.910776024938641,19/07/2021,42035.78
1278,Employee_278,Marketing,25.0,49997.2921526488,8.083057516159894,07-24-2021,42473.65
1279,Employee_279,Human Resources,46.0,41725.51614703561,5.242801515116411,07-29-2021,29584.63
1280,Employee_280,finance,51.0,75939.4662107383,6.432037567016844,2021-08-03,
1281,Employee_281,Finance,,75019.030657432,6.606393656439664,08-07-2021,
1282,Employee_282,Engineering,42.0,94804.94435086125,5.5580167437103825,12/08/2021,23243.89
1283,Employee_283,engineering,41.0,87291.436229168,4.6608327116409285,2021-08-17,41494.09
1284,Employee_284,sales,40.0,55040.977014140924,7.950265837977625,21/08/2021,15103.67
1285,Employee_285,marketing,40.0,69813.0323505126,5.019275453085184,2021-08-26,7827.96
1286,Employee_286,sales,33.0,-1.0,3.1144870566795073,08-31-2021,47992.5
1287,Employee_287,Engg,58.0,90295.70518114301,7.035183328000372,04/09/2021,55734.55
1288,Employee_288,marketing,38.0,61079.473777521474,7.790695951912088,2021-09-09,32997.95
1289,Employee_289,Engg,58.0,99039.65122893179,5.774868075045632,2021-09-14,29978.94
1290,Employee_290,Marketing,49.0,43797.0190566861,4.535770721359485,09-18-2021,
1291,Employee_291,sales,56.0,72941.60494620894,7.320895536470636,09-23-2021,22816.93
1292,Employee_292,Sales,39.0,57563.56509314212,5.066399239542331,09-28-2021,19549.41
1293,Employee_293,Finance,35.0,73198.96656033924,4.9873795470990085,03/10/2021,50614.55
1294,Employee_294,Engineering,56.0,85183.44291201328,7.078561027580212,2021-10-07,40135.57
1295,Employee_295,Sales,28.0,61456.26825756213,7.233510064053535,10-12-2021,55973.15
1296,Employee_296,marketing,34.0,60575.448603397264,7.995510759647021,17/10/2021,7896.01
1297,Employee_297,Finance,39.0,84507.78332927759,4.846505647915636,21/10/2021,18989.89
1298,Employee_298,sales,58.0,37702.06902323662,4.381409720795905,26/10/2021,40214.98
1299,Employee_299,marketing,34.0,62106.5499586861,6.527096841338484,10-31-2021,
1300,Employee_300,SALES,57.0,59902.14818052911,4.856676134364905,11-04-2021,52704.96
1301,Employee_301,sales,52.0,52763.5312676429,6.850707719114119,2021-11-09,42622.27
1302,Employee_302,Marketing,,55144.01012031545,,2021-11-14,42469.83
1303,Employee_303,marketing,37.0,55644.51265237551,4.907188674277753,11-19-2021,34158.98
1304,Employee_304,marketing,30.0,62095.67123241394,6.1626714719612465,23/11/2021,63863.57
1305,Employee_305,hr,30.0,28280.49318823153,7.097452694533251,28/11/2021,23454.65
1306,Employee_306,Support,59.0,56580.17953275876,9.277916339166438,03/12/2021,45385.3
1307,Employee_307,marketing,32.0,54238.41758764979,6.830622755973096,2021-12-07,25182.87
1308,Employee_308,Engg,43.0,91533.63236840139,6.966825378210483,12/12/2021,48021.68
1309,Employee_309,Finance,54.0,74405.2272014568,4.939656558045472,2021-12-17,24444.74
1310,Employee_310,Engg,57.0,83690.33535224452,6.223330868298988,2021-12-21,51157.24
1311,Employee_311,Engg,44.0,88427.53911601205,6.7566082169631,26/12/2021,41681.57
1312,Employee_312,SALES,55.0,30577.117112493954,4.463300617783129,31/12/2021,66169.59
1313,Employee_313,SALES,30.0,63785.48328799686,5.54710978256635,01-04-2022,35784.71
1314,Employee_314,support,45.0,57960.82800386597,4.726094889978016,01-09-2022,46374.49
1315,Employee_315,Finance,29.0,49588.07737673496,2.3728092362598097,14/01/2022,28305.16
1316,Employee_316,Human Resources,28.0,45122.085479644855,2.834279004000498,2022-01-19,35681.6
